Treatment,Subject,App package,Run number,Duration [ms],Memory Usage [KB],Battery Power [uW] (Raw),Battery Power [uW] (Delta),CPU Load [%],Battery Power [uW] (Raw) (Non zero),Battery Power [uW] (Delta) (Non zero)
nappatfpr,nappatfpr.appteam.nith.hillffair,appteam.nith.hillffair,3,155402,2658348.6967741936,530265.3458064516,530265.3458064516,17.824516129032258,1254826.3908396948,1254826.3908396948
nappatfpr,nappatfpr.appteam.nith.hillffair,appteam.nith.hillffair,4,155852,2546885.318766067,771810.8052699228,683506.0597686375,17.97172236503856,1066552.0541740675,944525.2477797513
nappatfpr,nappatfpr.appteam.nith.hillffair,appteam.nith.hillffair,5,155470,2577495.9871050934,1041836.667311412,1041836.667311412,17.88588007736944,1518692.359962406,1518692.359962406
nappatfpr,nappatfpr.appteam.nith.hillffair,appteam.nith.hillffair,6,155258,2517221.749677419,585065.6225806451,585065.6225806451,17.821935483870966,1457960.95659164,1457960.95659164
nappatfpr,nappatfpr.appteam.nith.hillffair,appteam.nith.hillffair,7,159203,2521429.875393329,455232.6129641284,455232.6129641284,20.605785289916,1168601.974151858,1168601.974151858
nappatfpr,nappatfpr.appteam.nith.hillffair,appteam.nith.hillffair,8,162493,2368975.3675757074,122401.797244753,122401.797244753,22.910549043800124,637984.930333584,637984.930333584
nappatfpr,nappatfpr.appteam.nith.hillffair,appteam.nith.hillffair,9,151721,2676751.0462351386,1082162.8193662323,1082162.8193662323,16.746367239101716,2323963.8418730153,2323963.8418730153
nappatfpr,nappatfpr.appteam.nith.hillffair,appteam.nith.hillffair,10,160316,2376254.995,488214.995625,488214.995625,21.498428125,986292.9204545454,986292.9204545454
nappagreedy,nappagreedy.appteam.nith.hillffair,appteam.nith.hillffair,1,155002,2526291.3872010345,562990.246929541,508078.81189398834,17.59378307536032,981900.6899661781,886130.6899661781
nappagreedy,nappagreedy.appteam.nith.hillffair,appteam.nith.hillffair,2,155464,2601555.3841518094,594845.8518041237,594845.8518041237,17.615079727521522,1068519.400462963,1068519.400462963
nappagreedy,nappagreedy.appteam.nith.hillffair,appteam.nith.hillffair,3,154806,2591592.3805825245,1189400.4019417476,853179.2161812298,17.581229773462784,1334512.4335511983,957270.7981118374
nappagreedy,nappagreedy.appteam.nith.hillffair,appteam.nith.hillffair,4,150975,2382851.0258792304,948063.5560716656,948063.5560716656,15.28865295288653,1629112.6328392245,1629112.6328392245
nappagreedy,nappagreedy.appteam.nith.hillffair,appteam.nith.hillffair,5,150762,2644767.0511627905,974960.2245847177,974960.2245847177,15.338870431893687,1185230.3214862682,1185230.3214862682
nappagreedy,nappagreedy.appteam.nith.hillffair,appteam.nith.hillffair,6,151160,2625435.9946984756,566082.3028495692,566082.3028495692,15.346587143803843,1074488.2955974843,1074488.2955974843
nappagreedy,nappagreedy.appteam.nith.hillffair,appteam.nith.hillffair,7,155105,2465883.11627907,725486.7810077519,725486.7810077519,17.525193798449614,1240943.1348066297,1240943.1348066297
nappagreedy,nappagreedy.appteam.nith.hillffair,appteam.nith.hillffair,8,155748,2594233.618006431,571867.0295819936,571867.0295819936,18.953054662379422,892824.5291164658,892824.5291164658
nappagreedy,nappagreedy.appteam.nith.hillffair,appteam.nith.hillffair,9,156264,2666640.2384615387,956553.6378205129,956553.6378205129,18.378205128205128,1802202.5060386474,1802202.5060386474
nappagreedy,nappagreedy.appteam.nith.hillffair,appteam.nith.hillffair,10,162893,2693829.7392373923,388627.8062730627,384634.93419434194,22.809837526419543,388627.8062730627,384634.93419434194
baseline,baseline.com.ak.uobtimetable,com.ak.uobtimetable,1,63768,2470787.604395604,809829.4003139718,805834.4003139718,22.213781732956434,809829.4003139718,805834.4003139718
baseline,baseline.com.ak.uobtimetable,com.ak.uobtimetable,2,65271,2508462.208588957,199806.3680981595,199806.3680981595,26.302147239263803,420237.90967741935,420237.90967741935
baseline,baseline.com.ak.uobtimetable,com.ak.uobtimetable,3,65582,2472341.465648855,1049209.5938931298,1049209.5938931298,25.93113221840219,1371721.125748503,1371721.125748503
baseline,baseline.com.ak.uobtimetable,com.ak.uobtimetable,4,64878,2527894.012345679,787378.3611111111,787378.3611111111,25.174382716049383,1232418.3043478262,1232418.3043478262
baseline,baseline.com.ak.uobtimetable,com.ak.uobtimetable,5,64489,2377537.6086956523,311942.6847826087,311942.6847826087,24.01086956521739,467188.57906976744,467188.57906976744
baseline,baseline.com.ak.uobtimetable,com.ak.uobtimetable,6,67945,2522004.1649484537,575048.500736377,575048.500736377,31.19882179675994,943135.1014492754,943135.1014492754
baseline,baseline.com.ak.uobtimetable,com.ak.uobtimetable,7,67955,2425464.93078056,108557.1237113402,108557.1237113402,31.771317518398583,212421.5763688761,212421.5763688761
baseline,baseline.com.ak.uobtimetable,com.ak.uobtimetable,8,67470,2367802.6884272997,580916.3709198813,580916.3709198813,28.986646884272997,827775.1247357294,827775.1247357294
baseline,baseline.com.ak.uobtimetable,com.ak.uobtimetable,9,67386,2370990.6389301633,257457.3031203566,257457.3031203566,28.71916790490342,557134.2926045016,557134.2926045016
baseline,baseline.com.ak.uobtimetable,com.ak.uobtimetable,10,67159,2408722.295081967,705247.6766020864,705247.6766020864,28.532772448533116,1456065.203076923,1456065.203076923
baseline,baseline.com.newsblur,com.newsblur,1,109584,2624569.4734917735,1012776.3226691042,1012776.3226691042,22.428160583404914,1828345.3745874588,1828345.3745874588
baseline,baseline.com.newsblur,com.newsblur,2,111770,2551000.2473118277,644735.4847670251,644735.4847670251,29.89863070232911,793301.875413451,793301.875413451
baseline,baseline.com.newsblur,com.newsblur,3,109802,2539366.770072993,229359.6003649635,229359.6003649635,22.80180750173158,347207.3508287293,347207.3508287293
baseline,baseline.com.newsblur,com.newsblur,4,107583,2410141.407821229,640941.9366852887,640941.9366852887,19.403524650707947,1046157.5075987842,1046157.5075987842
baseline,baseline.com.newsblur,com.newsblur,5,112325,2404373.966101695,545128.9518287244,470314.5664585192,27.858906402067095,988818.0501618123,853111.0501618123
baseline,baseline.com.newsblur,com.newsblur,6,113907,2379651.0325417765,632032.6052914325,632032.6052914325,33.13905887285354,1049081.857250159,1049081.857250159
baseline,baseline.com.newsblur,com.newsblur,7,110459,2627662.6460980037,338131.6950998185,91252.83575317604,23.794010889292196,338131.6950998185,91252.83575317604
baseline,baseline.com.newsblur,com.newsblur,8,113911,2377875.0704225353,236999.50176056338,232999.8661971831,32.61179577464789,236999.50176056338,232999.8661971831
baseline,baseline.com.newsblur,com.newsblur,9,113610,2615703.312169312,502509.35802469135,0.0,30.24426807760141,502509.35802469135,0.0
baseline,baseline.com.newsblur,com.newsblur,10,111808,2445218.8207885306,72539.12186379929,72539.12186379929,26.511189475983095,316225.234375,316225.234375
baseline,baseline.appteam.nith.hillffair,appteam.nith.hillffair,1,156063,2495649.2888318356,397663.37997432606,397663.37997432606,18.00513066849471,806718.1588541666,806718.1588541666
baseline,baseline.appteam.nith.hillffair,appteam.nith.hillffair,2,155480,2638619.5902061854,603355.6797680412,603355.6797680412,17.977426450074397,932677.3057768925,932677.3057768925
baseline,baseline.appteam.nith.hillffair,appteam.nith.hillffair,3,157275,2548176.6140127387,599304.9821656051,208957.58280254778,19.051617509838128,992519.8544303797,346058.444092827
baseline,baseline.appteam.nith.hillffair,appteam.nith.hillffair,4,162714,2491742.5763546797,189301.77093596058,189301.77093596058,22.289578732801086,495050.0418679549,495050.0418679549
baseline,baseline.appteam.nith.hillffair,appteam.nith.hillffair,5,162624,2350577.503388786,334387.0911891559,334387.0911891559,22.596785502911967,872524.5160771704,872524.5160771704
baseline,baseline.appteam.nith.hillffair,appteam.nith.hillffair,6,162900,2321382.5190651906,452180.7650676507,452180.7650676507,22.762452928957334,1775956.3381642513,1775956.3381642513
baseline,baseline.appteam.nith.hillffair,appteam.nith.hillffair,7,162797,2592128.657635468,254923.97475369458,251213.70628078817,22.5628078817734,254923.97475369458,251213.70628078817
baseline,baseline.appteam.nith.hillffair,appteam.nith.hillffair,8,162415,2598106.371375694,175527.26403454656,172201.26403454656,22.408389882788402,175527.26403454656,172201.26403454656
baseline,baseline.appteam.nith.hillffair,appteam.nith.hillffair,9,162509,2554937.477188656,235470.40505548706,222033.97965474724,22.503384413755985,235470.40505548706,222033.97965474724
baseline,baseline.appteam.nith.hillffair,appteam.nith.hillffair,10,158585,2475723.5906506632,354484.6721415035,354484.6721415035,19.79202750002095,930595.7479270315,930595.7479270315
nappagreedy,nappagreedy.de.danoeh.antennapod.debug,de.danoeh.antennapod.debug,1,148263,2628108.7027027025,643777.8013513513,643777.8013513513,22.509117512783053,837250.5676625659,837250.5676625659
nappagreedy,nappagreedy.de.danoeh.antennapod.debug,de.danoeh.antennapod.debug,2,148070,2557784.449255751,374626.63193504733,374626.63193504733,22.579837618403246,1089957.0118110236,1089957.0118110236
nappagreedy,nappagreedy.de.danoeh.antennapod.debug,de.danoeh.antennapod.debug,3,147894,2438943.3577235774,364028.31029810297,364028.31029810297,23.0,741111.4289655172,741111.4289655172
nappagreedy,nappagreedy.de.danoeh.antennapod.debug,de.danoeh.antennapod.debug,4,147258,2491493.7551020407,928036.9571428571,928036.9571428571,21.90604840575686,1737852.6458598727,1737852.6458598727
nappagreedy,nappagreedy.de.danoeh.antennapod.debug,de.danoeh.antennapod.debug,5,145256,2569375.0703448276,913782.968275862,913782.968275862,20.222212604042806,2137073.070967742,2137073.070967742
nappagreedy,nappagreedy.de.danoeh.antennapod.debug,de.danoeh.antennapod.debug,6,145572,2633496.6799724707,600915.3840330351,94207.26841018582,20.84089921935725,1049435.1598557692,164523.03004807694
nappagreedy,nappagreedy.de.danoeh.antennapod.debug,de.danoeh.antennapod.debug,7,145740,2504295.2654745528,1763646.6650618983,26484.345254470427,20.982118294360387,1821265.8032670454,27349.600852272728
nappagreedy,nappagreedy.de.danoeh.antennapod.debug,de.danoeh.antennapod.debug,8,145945,2389902.160603981,698254.6616334935,698254.6616334935,20.675814436165737,854204.0654911839,854204.0654911839
nappagreedy,nappagreedy.de.danoeh.antennapod.debug,de.danoeh.antennapod.debug,9,153299,2601696.8653594772,529498.3875816993,252219.62352941177,28.25505660216156,1370782.627749577,652954.3553299493
nappagreedy,nappagreedy.de.danoeh.antennapod.debug,de.danoeh.antennapod.debug,10,152064,2580537.5775611415,477612.4960938653,54911.42244580189,26.29464910316431,1237228.2748643132,142244.947564381
baseline,baseline.de.danoeh.antennapod.debug,de.danoeh.antennapod.debug,1,147385,2608747.8531611147,588358.8368456832,588358.8368456832,22.065295925162708,1042741.9867469879,1042741.9867469879
baseline,baseline.de.danoeh.antennapod.debug,de.danoeh.antennapod.debug,2,147397,2555990.1481985045,927865.5370496261,927865.5370496261,21.90210740992522,1003595.7389705882,1003595.7389705882
baseline,baseline.de.danoeh.antennapod.debug,de.danoeh.antennapod.debug,3,147339,2519624.048946295,1006962.3976886472,799168.7185588035,21.875594833446634,1439496.2944606415,1142446.2439261419
baseline,baseline.de.danoeh.antennapod.debug,de.danoeh.antennapod.debug,4,150116,2495556.9238985316,371096.7069425901,371096.7069425901,23.842456608811748,895173.6988727858,895173.6988727858
baseline,baseline.de.danoeh.antennapod.debug,de.danoeh.antennapod.debug,5,147876,2436651.8807588075,1005664.1436314363,874997.1924119241,22.841463414634145,2356127.422222222,2049993.4222222222
baseline,baseline.de.danoeh.antennapod.debug,de.danoeh.antennapod.debug,6,145776,2537156.670790378,761231.547766323,761231.547766323,20.481786941580754,1113157.6904522614,1113157.6904522614
baseline,baseline.de.danoeh.antennapod.debug,de.danoeh.antennapod.debug,7,145925,2373109.3122855183,529745.46945779,529745.46945779,20.700754975978036,1240898.9533762059,1240898.9533762059
baseline,baseline.de.danoeh.antennapod.debug,de.danoeh.antennapod.debug,8,155817,2544376.3655083654,391896.9485199485,387901.3481338481,31.682110682110682,391896.9485199485,387901.3481338481
baseline,baseline.de.danoeh.antennapod.debug,de.danoeh.antennapod.debug,9,155519,2484468.025773196,203705.21585051547,200382.21585051547,29.576030927835053,203705.21585051547,200382.21585051547
baseline,baseline.de.danoeh.antennapod.debug,de.danoeh.antennapod.debug,10,155477,2483359.9716494847,320535.6681701031,235568.11018041236,29.97484248791051,320535.6681701031,235568.11018041236
nappagreedy,nappagreedy.io.github.project_travel_mate,io.github.project_travel_mate,1,144365,2613953.948646773,611575.7612768911,611575.7612768911,30.560721721027065,1203935.3442622952,1203935.3442622952
nappagreedy,nappagreedy.io.github.project_travel_mate,io.github.project_travel_mate,2,143247,2671199.759272218,813481.2197340798,422362.01049685094,28.659202239328202,1287336.2823920266,668389.0509413067
nappagreedy,nappagreedy.io.github.project_travel_mate,io.github.project_travel_mate,3,142029,2674733.7827926655,1019946.5528913963,1019946.5528913963,27.80167989241686,1639778.0181405896,1639778.0181405896
nappagreedy,nappagreedy.io.github.project_travel_mate,io.github.project_travel_mate,4,143432,2632619.6703910613,816072.4106145251,618675.4755586592,28.625698324022345,1294148.053156146,981111.0531561462
nappagreedy,nappagreedy.io.github.project_travel_mate,io.github.project_travel_mate,5,134326,2571978.195376585,1839177.284116331,1839177.284116331,21.407450782163632,1929840.9530516432,1929840.9530516432
nappagreedy,nappagreedy.io.github.project_travel_mate,io.github.project_travel_mate,6,142540,2679982.220660576,832893.7174982432,765381.7835558678,28.32255797610682,1288269.3043478262,1183845.954347826
nappagreedy,nappagreedy.io.github.project_travel_mate,io.github.project_travel_mate,7,142647,2605598.867977528,1036811.0646067415,1036811.0646067415,27.6938202247191,1780963.7587454764,1780963.7587454764
nappagreedy,nappagreedy.io.github.project_travel_mate,io.github.project_travel_mate,8,145572,2580191.4273916036,298220.120440468,298220.120440468,32.06059087470734,878932.7281947262,878932.7281947262
nappagreedy,nappagreedy.io.github.project_travel_mate,io.github.project_travel_mate,9,149766,2667839.550200803,542519.3299866131,538611.546854083,39.024765729585006,542519.3299866131,538611.546854083
nappagreedy,nappagreedy.io.github.project_travel_mate,io.github.project_travel_mate,10,146497,2653581.187414501,632955.6634746921,632955.6634746921,32.96306429548564,1269384.3347050755,1269384.3347050755
nappatfpr,nappatfpr.com.ak.uobtimetable,com.ak.uobtimetable,1,64986,2673012.302003082,1508133.560862866,1508133.560862866,25.66351931738054,1623181.8922056386,1623181.8922056386
nappatfpr,nappatfpr.com.ak.uobtimetable,com.ak.uobtimetable,2,64771,2650500.8964451314,849422.5873261206,849422.5873261206,24.972076567871213,1123878.1472392639,1123878.1472392639
nappatfpr,nappatfpr.com.ak.uobtimetable,com.ak.uobtimetable,3,65194,2488838.242703533,234771.56067588326,212687.96620583718,26.38147621171257,644878.8438818565,584218.8438818565
nappatfpr,nappatfpr.com.ak.uobtimetable,com.ak.uobtimetable,4,66352,2355547.5595776774,772234.7345399698,772234.7345399698,26.746162718481056,1236694.7560386474,1236694.7560386474
nappatfpr,nappatfpr.com.ak.uobtimetable,com.ak.uobtimetable,5,62429,2683468.0898876404,1309800.341894061,1175704.341894061,21.407704654895667,1309800.341894061,1175704.341894061
nappatfpr,nappatfpr.com.ak.uobtimetable,com.ak.uobtimetable,6,65471,2425541.278287462,717462.1819571865,717462.1819571865,26.123853211009173,755588.1916264091,755588.1916264091
nappatfpr,nappatfpr.com.ak.uobtimetable,com.ak.uobtimetable,7,68551,2656436.332846715,746179.7080291971,738860.7080291971,35.32741009110768,746179.7080291971,738860.7080291971
nappatfpr,nappatfpr.com.ak.uobtimetable,com.ak.uobtimetable,8,67296,2419431.7678571427,561871.6592261905,561871.6592261905,28.791292428429706,914231.8523002422,914231.8523002422
nappatfpr,nappatfpr.com.ak.uobtimetable,com.ak.uobtimetable,9,67154,2510146.116244411,591909.3994038748,304601.3517138599,29.72280178837556,780297.0667976424,401547.1650294695
nappatfpr,nappatfpr.com.ak.uobtimetable,com.ak.uobtimetable,10,67353,2428958.1396731054,354321.8068350669,354321.8068350669,29.53713716719398,697247.298245614,697247.298245614
nappatfpr,nappatfpr.com.newsblur,com.newsblur,1,109822,2598476.222627737,1265766.5237226277,1265766.5237226277,23.81934306569343,1780847.3812580232,1780847.3812580232
nappatfpr,nappatfpr.com.newsblur,com.newsblur,2,109685,2563138.319634703,1093037.3634703197,1093037.3634703197,20.982615041387795,1558432.1783854167,1558432.1783854167
nappatfpr,nappatfpr.com.newsblur,com.newsblur,3,110280,2548316.0145322434,1449367.7901907356,977280.1534968211,24.547252477105697,1699418.463258786,1145884.3972310969
nappatfpr,nappatfpr.com.newsblur,com.newsblur,4,110616,2604544.438405797,777335.4592391305,777335.4592391305,24.67722363342785,915878.7054429029,915878.7054429029
nappatfpr,nappatfpr.com.newsblur,com.newsblur,5,110283,2636592.7774750227,783188.4859218892,783188.4859218892,24.115434651514065,1060627.9495694956,1060627.9495694956
nappatfpr,nappatfpr.com.newsblur,com.newsblur,6,111205,2421557.8558558556,795742.027027027,795742.027027027,25.97473094716338,1608877.3224043716,1608877.3224043716
nappatfpr,nappatfpr.com.newsblur,com.newsblur,7,113025,2574273.343971631,858809.1498226951,346717.43173758866,30.137509588300386,1206396.9128268992,487045.1594022416
nappatfpr,nappatfpr.com.newsblur,com.newsblur,8,113611,2488572.1375661376,646779.5211640212,646779.5211640212,31.31393298059965,2077756.3087818697,2077756.3087818697
nappatfpr,nappatfpr.com.newsblur,com.newsblur,9,113908,2433878.54001759,210669.8434476693,5967.2963940193495,34.312473458135216,748536.2875,21202.55
nappatfpr,nappatfpr.com.newsblur,com.newsblur,10,113112,2313544.765279008,217358.04251550045,217358.04251550045,28.110717449069973,613493.075,613493.075
nappatfpr,nappatfpr.io.github.hidroh.materialistic,io.github.hidroh.materialistic,1,171750,2615543.39789965,690404.874562427,673531.5945157526,38.26793793714744,690404.874562427,673531.5945157526
nappatfpr,nappatfpr.io.github.hidroh.materialistic,io.github.hidroh.materialistic,2,176671,2548169.3976176973,622508.5808281339,622508.5808281339,46.915989445876335,1224869.0044642857,1224869.0044642857
nappatfpr,nappatfpr.io.github.hidroh.materialistic,io.github.hidroh.materialistic,3,161731,2631525.17472119,2015883.9002478314,2011223.9002478314,28.49967907820204,2015883.9002478314,2011223.9002478314
nappatfpr,nappatfpr.io.github.hidroh.materialistic,io.github.hidroh.materialistic,4,166526,2447903.4969915766,1445667.966305656,1445667.966305656,32.6664541582858,1775831.603843311,1775831.603843311
nappatfpr,nappatfpr.io.github.hidroh.materialistic,io.github.hidroh.materialistic,5,169320,2633788.5940828403,1327264.098224852,1327264.098224852,35.049721298273866,2090471.8788443615,2090471.8788443615
nappatfpr,nappatfpr.io.github.hidroh.materialistic,io.github.hidroh.materialistic,6,175775,2617807.4184720637,532549.4139110604,532549.4139110604,45.296619617775434,854612.6916742909,854612.6916742909
nappatfpr,nappatfpr.io.github.hidroh.materialistic,io.github.hidroh.materialistic,7,179246,2484355.9284116332,986750.5352348994,986750.5352348994,53.93618906055283,1218446.1029005526,1218446.1029005526
nappatfpr,nappatfpr.io.github.hidroh.materialistic,io.github.hidroh.materialistic,8,181476,2594960.718232044,599831.0640883978,581139.2408839779,57.24708036995208,1087869.9659318638,1053969.9659318638
nappatfpr,nappatfpr.io.github.hidroh.materialistic,io.github.hidroh.materialistic,9,180954,2515660.5961218835,710539.4210526316,710539.4210526316,55.37526016528418,1237957.195945946,1237957.195945946
nappatfpr,nappatfpr.io.github.hidroh.materialistic,io.github.hidroh.materialistic,10,182464,2610244.8175824177,549061.5296703296,542053.3598901099,59.13082327013646,549061.5296703296,542053.3598901099
nappatfpr,nappatfpr.io.github.project_travel_mate,io.github.project_travel_mate,1,142463,2661072.3319268636,748651.4099859353,300019.35302390996,27.969022058430806,958219.896489649,384003.1683168317
nappatfpr,nappatfpr.io.github.project_travel_mate,io.github.project_travel_mate,2,133228,2619334.7759398497,1144158.1541353383,1144158.1541353383,21.282706766917293,1244260.2984464432,1244260.2984464432
nappatfpr,nappatfpr.io.github.project_travel_mate,io.github.project_travel_mate,3,134538,2661227.088607595,1433621.0826507818,1433621.0826507818,22.07673887768629,2187901.265909091,2187901.265909091
nappatfpr,nappatfpr.io.github.project_travel_mate,io.github.project_travel_mate,4,140162,2651455.002144389,1053000.8706218728,1053000.8706218728,25.96854896354539,1716955.965034965,1716955.965034965
nappatfpr,nappatfpr.io.github.project_travel_mate,io.github.project_travel_mate,5,139864,2592700.6733524357,805433.2063037249,805433.2063037249,25.1310888252149,1313533.593457944,1313533.593457944
nappatfpr,nappatfpr.io.github.project_travel_mate,io.github.project_travel_mate,6,148355,2627273.272113437,423578.3727211344,423578.3727211344,37.14517218095881,1515264.6618357487,1515264.6618357487
nappatfpr,nappatfpr.io.github.project_travel_mate,io.github.project_travel_mate,7,148761,2623476.3124579126,243056.78855218855,243056.78855218855,38.602693602693606,720437.7864271457,720437.7864271457
nappatfpr,nappatfpr.io.github.project_travel_mate,io.github.project_travel_mate,8,150009,2590285.4134936538,316211.05811623245,316211.05811623245,40.140280561122246,781135.2376237623,781135.2376237623
nappatfpr,nappatfpr.io.github.project_travel_mate,io.github.project_travel_mate,9,150176,2663588.923282188,330704.2753875054,242685.23912539423,40.176217100036894,640472.4919972488,470006.68404259166
nappatfpr,nappatfpr.io.github.project_travel_mate,io.github.project_travel_mate,10,145991,2658148.840082361,588532.459162663,588532.459162663,33.27539641302796,794709.7247451344,794709.7247451344
baseline,baseline.io.github.project_travel_mate,io.github.project_travel_mate,1,143351,2628316.9419986024,821837.393431167,821837.393431167,29.11327249615556,1893799.2109500805,1893799.2109500805
baseline,baseline.io.github.project_travel_mate,io.github.project_travel_mate,2,132805,2657009.560754717,2215090.1411320753,1662027.4422641508,21.150188679245282,2431644.1068765535,1824512.312344656
baseline,baseline.io.github.project_travel_mate,io.github.project_travel_mate,3,143513,2629812.52756455,786093.2044661549,786093.2044661549,29.493370551290997,1288869.0640732266,1288869.0640732266
baseline,baseline.io.github.project_travel_mate,io.github.project_travel_mate,4,142317,2538419.9126760564,1167437.4767605634,1167437.4767605634,27.624647887323945,1556583.302347418,1556583.302347418
baseline,baseline.io.github.project_travel_mate,io.github.project_travel_mate,5,145249,2667478.1986206896,702124.2565517242,22582.17103448276,32.144827586206894,1425882.593837535,45860.1512605042
baseline,baseline.io.github.project_travel_mate,io.github.project_travel_mate,6,148465,2666038.8582995953,535861.9952766532,531853.2759784076,37.081646423751685,535861.9952766532,531853.2759784076
baseline,baseline.io.github.project_travel_mate,io.github.project_travel_mate,7,150814,2577531.015957447,814959.1928191489,810961.1875,42.8251329787234,814959.1928191489,810961.1875
baseline,baseline.io.github.project_travel_mate,io.github.project_travel_mate,8,142647,2663517.613492621,944607.6858749122,0.0,28.486296556570625,1462651.5092491838,0.0
baseline,baseline.io.github.project_travel_mate,io.github.project_travel_mate,9,148151,2672698.855983773,1001026.9263015551,1001026.9263015551,35.7455858238005,1369582.6308973173,1369582.6308973173
baseline,baseline.io.github.project_travel_mate,io.github.project_travel_mate,10,146787,2636970.490102389,609250.809556314,609250.809556314,34.05597269624573,1948804.4454148472,1948804.4454148472
nappagreedy,nappagreedy.org.quantumbadger.redreader,org.quantumbadger.redreader,1,157492,2608532.6666666665,833787.9382951654,833787.9382951654,27.543591654850466,1228411.0955951265,1228411.0955951265
nappagreedy,nappagreedy.org.quantumbadger.redreader,org.quantumbadger.redreader,2,151602,2486390.5776602775,941046.8889623265,665898.8103106411,22.39086323464978,1837166.3780645162,1300006.322580645
nappagreedy,nappagreedy.org.quantumbadger.redreader,org.quantumbadger.redreader,3,153644,2589438.8206131766,1381919.6490541422,1381919.6490541422,24.672537508153948,1704330.5084473048,1704330.5084473048
