Treatment,Subject,App package,Run number,Duration [ms],Memory Usage [KB],Battery Power [uW] (Raw),Battery Power [uW] (Delta),CPU Load [%],Battery Power [uW] (Raw) (Non zero),Battery Power [uW] (Delta) (Non zero)
nappagreedy,nappagreedy.io.github.hidroh.materialistic,io.github.hidroh.materialistic,6,178734,2619789.579360628,1073071.0802019069,1073071.0802019069,51.38887272423012,1231993.390856407,1231993.390856407
nappagreedy,nappagreedy.io.github.hidroh.materialistic,io.github.hidroh.materialistic,7,219228,2474976.1921317475,781090.7063129003,781090.7063129003,37.90250923074476,1443334.1369399831,1443334.1369399831
nappagreedy,nappagreedy.io.github.hidroh.materialistic,io.github.hidroh.materialistic,8,174230,2544826.0149511215,629282.1771132835,134896.93559516963,39.82507313695451,629282.1771132835,134896.93559516963
nappagreedy,nappagreedy.io.github.hidroh.materialistic,io.github.hidroh.materialistic,9,176667,2569227.5666477596,882842.3460011345,879458.8803176404,46.81055019852524,1735173.9754738016,1728523.9754738016
nappagreedy,nappagreedy.io.github.hidroh.materialistic,io.github.hidroh.materialistic,10,176174,2626963.0739476676,1558122.901592719,15291.354948805461,46.36196564769408,1693988.9059987632,16624.73840445269
nappatfpr,nappatfpr.appteam.nith.hillffair,appteam.nith.hillffair,1,155904,2459580.8406169666,1033184.9183804627,1033184.9183804627,18.064301220584056,1784279.3928967814,1784279.3928967814
nappatfpr,nappatfpr.appteam.nith.hillffair,appteam.nith.hillffair,2,154869,2688893.7812297735,435363.70355987054,416132.6841423948,17.59482200647249,727175.0508108108,695054.0508108108
nappatfpr,nappatfpr.appteam.nith.hillffair,appteam.nith.hillffair,3,154713,2513116.689119171,1131490.198834197,569930.685880829,17.600122234825097,1415738.141815235,713106.141815235
nappatfpr,nappatfpr.appteam.nith.hillffair,appteam.nith.hillffair,4,156066,2498826.8472400513,724073.6559691912,724073.6559691912,18.333761232349165,1450008.6838046273,1450008.6838046273
nappatfpr,nappatfpr.appteam.nith.hillffair,appteam.nith.hillffair,5,155870,2491673.1953727505,334286.0559125964,334286.0559125964,18.605780096615803,639003.8120393121,639003.8120393121
nappatfpr,nappatfpr.appteam.nith.hillffair,appteam.nith.hillffair,6,151346,2338306.1601588354,699296.6181336863,695295.6181336863,15.612177365982793,699296.6181336863,695295.6181336863
nappatfpr,nappatfpr.appteam.nith.hillffair,appteam.nith.hillffair,7,152161,2473918.533245556,711580.5806451613,707582.5806451613,16.32937368708234,711580.5806451613,707582.5806451613
nappatfpr,nappatfpr.appteam.nith.hillffair,appteam.nith.hillffair,8,157871,2376574.421319797,644741.4194162437,644741.4194162437,19.96697608802082,1010052.1640159045,1010052.1640159045
nappatfpr,nappatfpr.appteam.nith.hillffair,appteam.nith.hillffair,9,161496,2615192.771712159,39428.96650124069,39428.96650124069,22.183728272447954,308541.23300970875,308541.23300970875
nappatfpr,nappatfpr.appteam.nith.hillffair,appteam.nith.hillffair,10,156916,2666717.5734355045,757247.748403576,757247.748403576,19.307151979565774,1273737.888292159,1273737.888292159
nappagreedy,nappagreedy.appteam.nith.hillffair,appteam.nith.hillffair,1,155052,2413433.0568475453,662402.450258398,662402.450258398,17.5462111651944,1101395.2663802363,1101395.2663802363
nappagreedy,nappagreedy.appteam.nith.hillffair,appteam.nith.hillffair,2,155387,2417864.1780645163,385399.1896774194,385399.1896774194,17.514193548387098,1464139.0784313725,1464139.0784313725
nappagreedy,nappagreedy.appteam.nith.hillffair,appteam.nith.hillffair,3,153387,2571838.9784454606,542800.7008491182,542800.7008491182,16.81045034452365,1195723.5582733813,1195723.5582733813
nappagreedy,nappagreedy.appteam.nith.hillffair,appteam.nith.hillffair,4,155060,2644697.4056847547,747144.3643410853,747144.3643410853,17.524547803617573,1087010.7857142857,1087010.7857142857
nappagreedy,nappagreedy.appteam.nith.hillffair,appteam.nith.hillffair,5,155357,2542312.0644745324,357371.90135396516,357371.90135396516,17.434558349451965,499805.0667267809,499805.0667267809
nappagreedy,nappagreedy.appteam.nith.hillffair,appteam.nith.hillffair,6,157324,2510879.1949044587,616850.725477707,440525.36815286626,19.267041259280294,874847.0090334236,624774.0090334236
nappagreedy,nappagreedy.appteam.nith.hillffair,appteam.nith.hillffair,7,159782,2610743.719122257,449196.45454545453,449196.45454545453,20.756112852664575,966893.8529014845,966893.8529014845
nappagreedy,nappagreedy.appteam.nith.hillffair,appteam.nith.hillffair,8,158573,2508129.710675932,251889.9696778269,251889.9696778269,19.89955780164245,577886.6985507247,577886.6985507247
nappagreedy,nappagreedy.appteam.nith.hillffair,appteam.nith.hillffair,9,157942,2415059.7944162437,56396.441624365485,56396.441624365485,19.66687817258883,200181.96396396396,200181.96396396396
nappagreedy,nappagreedy.appteam.nith.hillffair,appteam.nith.hillffair,10,156712,2469395.62915601,258162.8101023018,253635.7679028133,18.94688924719226,722301.6726296959,709635.6726296959
baseline,baseline.com.ak.uobtimetable,com.ak.uobtimetable,1,64352,2651157.53894081,479147.5093457944,475161.5093457944,24.218068535825545,479147.5093457944,475161.5093457944
baseline,baseline.com.ak.uobtimetable,com.ak.uobtimetable,2,65803,2675941.4307458145,895426.4292237443,895426.4292237443,26.382560830674922,1000501.9795918367,1000501.9795918367
baseline,baseline.com.ak.uobtimetable,com.ak.uobtimetable,3,65148,2663852.0061443932,286595.668202765,286595.668202765,26.504552844377432,1516860.0,1516860.0
baseline,baseline.com.ak.uobtimetable,com.ak.uobtimetable,4,64572,2550749.7488372093,2093446.4992248062,2093446.4992248062,24.224806201550386,2377241.1830985914,2377241.1830985914
baseline,baseline.com.ak.uobtimetable,com.ak.uobtimetable,5,64756,2576933.591331269,1146855.8931888544,1146855.8931888544,24.04953560371517,1711013.6420323325,1711013.6420323325
baseline,baseline.com.ak.uobtimetable,com.ak.uobtimetable,6,64771,2602558.2256568777,850507.5517774343,850507.5517774343,24.944212857344205,1769383.8778135048,1769383.8778135048
baseline,baseline.com.ak.uobtimetable,com.ak.uobtimetable,7,64763,2327257.335394127,800472.0432766615,800472.0432766615,24.45595054095827,1061281.5819672132,1061281.5819672132
baseline,baseline.com.ak.uobtimetable,com.ak.uobtimetable,8,65082,2356485.7415384618,517206.3676923077,517206.3676923077,24.826153846153847,693163.1731958763,693163.1731958763
baseline,baseline.com.ak.uobtimetable,com.ak.uobtimetable,9,64662,2368007.4489164087,1983272.2817337462,1983272.2817337462,23.402476780185758,2625397.323770492,2625397.323770492
baseline,baseline.com.ak.uobtimetable,com.ak.uobtimetable,10,66691,2604923.4954954954,1370710.4504504504,1370710.4504504504,28.049560822083343,1668908.8848263253,1668908.8848263253
baseline,baseline.com.newsblur,com.newsblur,1,109888,2607459.47080292,1234706.621350365,1234706.621350365,23.197992700729927,1490350.7235682819,1490350.7235682819
baseline,baseline.com.newsblur,com.newsblur,2,109086,2576991.4306703396,10447.497704315887,10447.497704315887,19.834710743801654,455093.0,455093.0
baseline,baseline.com.newsblur,com.newsblur,3,110183,2530217.5127272727,739450.8390909091,739450.8390909091,23.71181818181818,873679.8313641245,873679.8313641245
baseline,baseline.com.newsblur,com.newsblur,4,109781,2558795.686131387,400566.87591240875,400566.87591240875,22.472627737226276,440784.4337349398,440784.4337349398
baseline,baseline.com.newsblur,com.newsblur,5,109596,2443038.614259598,1031617.4552102376,556376.9926873858,22.1582614493548,1031617.4552102376,556376.9926873858
baseline,baseline.com.newsblur,com.newsblur,6,110291,2355747.302452316,1068815.327883742,1068815.327883742,23.295435327969535,1850260.496855346,1850260.496855346
baseline,baseline.com.newsblur,com.newsblur,7,109983,2586871.4353369763,775351.4981785064,775351.4981785064,22.91985428051002,914431.7346938775,914431.7346938775
baseline,baseline.com.newsblur,com.newsblur,8,110051,2439088.9581056465,895541.9535519126,895541.9535519126,23.28870673952641,1425079.8043478262,1425079.8043478262
baseline,baseline.com.newsblur,com.newsblur,9,109569,2489055.835466179,660400.521403935,660400.521403935,20.13081575086311,1384057.7977316186,1384057.7977316186
baseline,baseline.com.newsblur,com.newsblur,10,110892,2382683.86630533,942708.7841011743,805534.0614272809,24.26287262872629,942708.7841011743,805534.0614272809
baseline,baseline.appteam.nith.hillffair,appteam.nith.hillffair,1,155276,2350335.7161290324,1016249.6383329865,1016249.6383329865,17.548733818938604,1166805.1403082437,1166805.1403082437
baseline,baseline.appteam.nith.hillffair,appteam.nith.hillffair,2,154905,2497962.9184993533,188760.33376455368,188760.33376455368,17.710219922380336,347408.9,347408.9
baseline,baseline.appteam.nith.hillffair,appteam.nith.hillffair,3,154883,2455318.6959896507,1369125.4721862872,507893.3441138422,17.47313184799399,2283352.7292340887,847036.7961165048
baseline,baseline.appteam.nith.hillffair,appteam.nith.hillffair,4,155917,2625840.5784061695,672170.1426735219,672170.1426735219,18.209638781134146,1310647.5463659149,1310647.5463659149
baseline,baseline.appteam.nith.hillffair,appteam.nith.hillffair,5,155409,2369338.088974855,314395.8136686009,314395.8136686009,17.783365570599614,611062.5401002506,611062.5401002506
baseline,baseline.appteam.nith.hillffair,appteam.nith.hillffair,6,155475,2503125.4407216497,645251.1404639175,645251.1404639175,17.9645618556701,1272464.7649301144,1272464.7649301144
baseline,baseline.appteam.nith.hillffair,appteam.nith.hillffair,7,155914,2462805.3727506427,629305.1568123393,629305.1568123393,18.255297926262713,804600.5127362367,804600.5127362367
baseline,baseline.appteam.nith.hillffair,appteam.nith.hillffair,8,155680,2514414.7232947233,1058983.1917631917,1058983.1917631917,17.762388008527005,1767626.0794844253,1767626.0794844253
baseline,baseline.appteam.nith.hillffair,appteam.nith.hillffair,9,151483,2611672.306878307,718776.2579365079,61513.09457671957,15.778947432882617,718776.2579365079,61513.09457671957
baseline,baseline.appteam.nith.hillffair,appteam.nith.hillffair,10,155667,2382836.6332046334,779181.4034749034,775186.4034749034,17.828185328185327,779181.4034749034,775186.4034749034
nappagreedy,nappagreedy.de.danoeh.antennapod.debug,de.danoeh.antennapod.debug,1,147117,2585491.250681199,440618.3658038147,440618.3658038147,21.88964577656676,694021.2027896995,694021.2027896995
nappagreedy,nappagreedy.de.danoeh.antennapod.debug,de.danoeh.antennapod.debug,2,145638,2547316.9518569466,1301689.8053645117,1301689.8053645117,20.711829436038514,1745993.5212177122,1745993.5212177122
nappagreedy,nappagreedy.de.danoeh.antennapod.debug,de.danoeh.antennapod.debug,3,146296,2546452.671232877,847237.0164383561,847237.0164383561,21.27620660536686,1149596.6951672863,1149596.6951672863
nappagreedy,nappagreedy.de.danoeh.antennapod.debug,de.danoeh.antennapod.debug,4,147062,2416398.1989100818,834972.8113079019,360255.6886920981,21.934604904632153,1338144.1997816593,577353.0032751092
nappagreedy,nappagreedy.de.danoeh.antennapod.debug,de.danoeh.antennapod.debug,5,145965,2479096.5934065934,983782.1559065934,979117.1559065934,20.77815934065934,983782.1559065934,979117.1559065934
nappagreedy,nappagreedy.de.danoeh.antennapod.debug,de.danoeh.antennapod.debug,6,147579,2476980.483367278,1034368.3333333334,1031112.9769178547,22.24727235521118,1480684.6987366376,1476024.6987366376
nappagreedy,nappagreedy.de.danoeh.antennapod.debug,de.danoeh.antennapod.debug,7,152992,2515919.347740668,447398.24819908314,447398.24819908314,26.796187721643467,941015.3236914601,941015.3236914601
nappagreedy,nappagreedy.de.danoeh.antennapod.debug,de.danoeh.antennapod.debug,8,153725,2488809.40547588,436012.84028683184,436012.84028683184,27.349629603817174,1370581.3463114754,1370581.3463114754
nappagreedy,nappagreedy.de.danoeh.antennapod.debug,de.danoeh.antennapod.debug,9,152805,2555014.7147540986,409885.7921311475,409885.7921311475,27.08725869389949,1528302.7701711492,1528302.7701711492
nappagreedy,nappagreedy.de.danoeh.antennapod.debug,de.danoeh.antennapod.debug,10,152184,2580436.974325214,687618.0487162607,687618.0487162607,25.928842517490757,955619.2278133577,955619.2278133577
baseline,baseline.de.danoeh.antennapod.debug,de.danoeh.antennapod.debug,1,147460,2521069.9320652173,986200.4198369565,986200.4198369565,22.37660422081758,1168830.1272141708,1168830.1272141708
baseline,baseline.de.danoeh.antennapod.debug,de.danoeh.antennapod.debug,2,147529,2433183.231500339,1436662.914460285,1436662.914460285,22.972136151565472,2116204.473,2116204.473
baseline,baseline.de.danoeh.antennapod.debug,de.danoeh.antennapod.debug,3,147069,2589851.961852861,1476208.1021798365,653142.658719346,21.705040871934607,2384019.2453245325,1054800.2453245325
baseline,baseline.de.danoeh.antennapod.debug,de.danoeh.antennapod.debug,4,147367,2598451.072739633,272780.5269980558,272780.5269980558,22.061862678450034,479402.813875914,479402.813875914
baseline,baseline.de.danoeh.antennapod.debug,de.danoeh.antennapod.debug,5,146336,2457974.6091718003,1017175.1505817933,1017175.1505817933,21.334921511664678,1973562.941567065,1973562.941567065
baseline,baseline.de.danoeh.antennapod.debug,de.danoeh.antennapod.debug,6,147940,2520913.6303317538,158235.08666215301,158235.08666215301,22.693079028516237,479903.94866529776,479903.94866529776
baseline,baseline.de.danoeh.antennapod.debug,de.danoeh.antennapod.debug,7,152184,2568816.589861751,522800.78933508886,522800.78933508886,25.972979520759864,634292.6509584665,634292.6509584665
baseline,baseline.de.danoeh.antennapod.debug,de.danoeh.antennapod.debug,8,153200,2553261.815565729,701603.035971223,42.115107913669064,27.13734466971877,1195932.0423634336,71.78818283166109
baseline,baseline.de.danoeh.antennapod.debug,de.danoeh.antennapod.debug,9,152487,2565157.957950066,283787.82325886993,283787.82325886993,26.12483574244415,1720817.0,1720817.0
baseline,baseline.de.danoeh.antennapod.debug,de.danoeh.antennapod.debug,10,151986,2511856.0975609757,1001424.7020435069,1001424.7020435069,26.273075654557076,1558114.126153846,1558114.126153846
nappagreedy,nappagreedy.io.github.project_travel_mate,io.github.project_travel_mate,1,141253,2544098.8425531914,1245934.4638297872,1245934.4638297872,26.8,1266595.2372025955,1266595.2372025955
nappagreedy,nappagreedy.io.github.project_travel_mate,io.github.project_travel_mate,2,142540,2636416.747716093,956597.1876317639,956597.1876317639,27.513703443429375,982134.0533910533,982134.0533910533
nappagreedy,nappagreedy.io.github.project_travel_mate,io.github.project_travel_mate,3,141209,2667161.7998580555,308450.4556422995,308450.4556422995,26.217175301632363,699849.7455716586,699849.7455716586
nappagreedy,nappagreedy.io.github.project_travel_mate,io.github.project_travel_mate,4,143075,2616909.529411765,1726364.387254902,1726364.387254902,28.511204481792717,1984902.0491143318,1984902.0491143318
nappagreedy,nappagreedy.io.github.project_travel_mate,io.github.project_travel_mate,5,141937,2665317.9280169373,891538.2956951306,891538.2956951306,27.680777174435438,2034315.2415458937,2034315.2415458937
nappagreedy,nappagreedy.io.github.project_travel_mate,io.github.project_travel_mate,6,139118,2627272.4434845215,1484190.6645068394,1484190.6645068394,25.333333333333332,2318943.5691788527,2318943.5691788527
nappagreedy,nappagreedy.io.github.project_travel_mate,io.github.project_travel_mate,7,141723,2662907.4657243816,1022554.7978798586,1022554.7978798586,28.162645057373673,1283864.2759538598,1283864.2759538598
nappagreedy,nappagreedy.io.github.project_travel_mate,io.github.project_travel_mate,8,141315,2641221.9305457124,734128.8164422396,554212.8653437279,27.666652770250554,940831.7529518619,710258.267938238
nappagreedy,nappagreedy.io.github.project_travel_mate,io.github.project_travel_mate,9,147194,2668092.8168822327,232780.82368958477,232780.82368958477,35.02382573179033,502875.04411764705,502875.04411764705
nappagreedy,nappagreedy.io.github.project_travel_mate,io.github.project_travel_mate,10,145775,2595267.972508591,906345.8934707904,906345.8934707904,31.73794924481289,1602349.0583232078,1602349.0583232078
nappatfpr,nappatfpr.com.ak.uobtimetable,com.ak.uobtimetable,1,66385,2505127.9939668174,681567.5233785822,681567.5233785822,27.212929028207174,1452988.0,1452988.0
nappatfpr,nappatfpr.com.ak.uobtimetable,com.ak.uobtimetable,2,65383,2379085.041347626,107459.78713629402,107459.78713629402,26.199081163859113,225631.0,225631.0
nappatfpr,nappatfpr.com.ak.uobtimetable,com.ak.uobtimetable,3,62161,2648867.7487922707,1379678.9710144927,1373685.9710144927,20.537842190016104,1379678.9710144927,1373685.9710144927
nappatfpr,nappatfpr.com.ak.uobtimetable,com.ak.uobtimetable,4,64164,2372228.2620904837,513215.7394695788,513215.7394695788,23.634945397815912,1082142.3980263157,1082142.3980263157
nappatfpr,nappatfpr.com.ak.uobtimetable,com.ak.uobtimetable,5,64467,2463647.037267081,716363.4068322981,414817.0698757764,23.765105995139077,902814.156555773,522783.156555773
nappatfpr,nappatfpr.com.ak.uobtimetable,com.ak.uobtimetable,6,64474,2548397.6770186336,901946.1599378882,901946.1599378882,24.656239149724165,2604723.4394618836,2604723.4394618836
nappatfpr,nappatfpr.com.ak.uobtimetable,com.ak.uobtimetable,7,64073,2675200.025,129355.61875,124691.61875,23.542978515625002,129355.61875,124691.61875
nappatfpr,nappatfpr.com.ak.uobtimetable,com.ak.uobtimetable,8,67283,2536716.9166666665,830615.03125,830615.03125,29.30952380952381,1073410.1942307693,1073410.1942307693
nappatfpr,nappatfpr.com.ak.uobtimetable,com.ak.uobtimetable,9,67493,2535074.646884273,948687.7492581602,948687.7492581602,28.816023738872403,1072844.8708053692,1072844.8708053692
nappatfpr,nappatfpr.com.ak.uobtimetable,com.ak.uobtimetable,10,66981,2538533.0598802394,1089685.8053892215,36656.591317365266,28.369760479041915,1089685.8053892215,36656.591317365266
nappatfpr,nappatfpr.com.newsblur,com.newsblur,1,110786,2524185.439421338,1101975.6537070523,651769.6537070525,24.482820976491862,1101975.6537070523,651769.6537070525
nappatfpr,nappatfpr.com.newsblur,com.newsblur,2,109602,2543614.569075938,1860092.5645013724,1860092.5645013724,23.707227813357733,2181417.5675965664,2181417.5675965664
nappatfpr,nappatfpr.com.newsblur,com.newsblur,3,109907,2382687.9598906105,1911378.10118505,382753.11485870555,23.905195989061074,2279110.627173913,456391.4858695652
nappatfpr,nappatfpr.com.newsblur,com.newsblur,4,109792,2580889.229927007,656999.1879562044,656999.1879562044,23.35705818104321,879207.7045177046,879207.7045177046
nappatfpr,nappatfpr.com.newsblur,com.newsblur,5,110193,2359649.2545454544,585893.8,585893.8,24.65330082644628,1039489.0,1039489.0
nappatfpr,nappatfpr.com.newsblur,com.newsblur,6,108809,2513044.1252302025,573989.4134438306,573989.4134438306,20.106895393913494,1003788.2495974235,1003788.2495974235
nappatfpr,nappatfpr.com.newsblur,com.newsblur,7,110195,2536981.429090909,821294.0618181818,817299.0618181818,23.57959834710744,821294.0618181818,817299.0618181818
nappatfpr,nappatfpr.com.newsblur,com.newsblur,8,111944,2425460.2578334827,602033.8209489705,602033.8209489705,26.826320501342884,971780.0260115607,971780.0260115607
nappatfpr,nappatfpr.com.newsblur,com.newsblur,9,112104,2609204.2430741736,446390.2749885997,446390.2749885997,27.74326943579939,599652.7223436291,599652.7223436291
nappatfpr,nappatfpr.com.newsblur,com.newsblur,10,110791,2425855.439421338,507047.869801085,502386.869801085,25.654277670048952,507047.869801085,502386.869801085
nappatfpr,nappatfpr.io.github.hidroh.materialistic,io.github.hidroh.materialistic,1,174179,2523721.515256189,803821.180771445,803821.180771445,42.21761658031088,1142583.7896890345,1142583.7896890345
nappatfpr,nappatfpr.io.github.hidroh.materialistic,io.github.hidroh.materialistic,2,175388,2476795.302857143,1787006.7845714286,1787006.7845714286,44.16293583673469,3102442.334325397,3102442.334325397
nappatfpr,nappatfpr.io.github.hidroh.materialistic,io.github.hidroh.materialistic,3,174511,2482878.3434807584,507861.45663411834,507861.45663411834,43.558031606545654,711905.6328502415,711905.6328502415
nappatfpr,nappatfpr.io.github.hidroh.materialistic,io.github.hidroh.materialistic,4,175558,2573518.7671232875,571260.953196347,571260.953196347,46.0376777485874,1359849.4429347827,1359849.4429347827
nappatfpr,nappatfpr.io.github.hidroh.materialistic,io.github.hidroh.materialistic,5,173407,2620161.4404624277,998188.9184971098,998188.9184971098,40.40773664338935,1135349.657462196,1135349.657462196
nappatfpr,nappatfpr.io.github.hidroh.materialistic,io.github.hidroh.materialistic,6,176768,2606602.402722632,940184.3165059558,940184.3165059558,46.94781622234827,1560776.7890772128,1560776.7890772128
nappatfpr,nappatfpr.io.github.hidroh.materialistic,io.github.hidroh.materialistic,7,175677,2600567.8927552765,1089951.513976041,1089951.513976041,46.24427718890508,1351262.379066478,1351262.379066478
nappatfpr,nappatfpr.io.github.hidroh.materialistic,io.github.hidroh.materialistic,8,178830,2573629.932735426,1055118.0162556053,1055118.0162556053,51.962406556033706,2198984.2768691587,2198984.2768691587
nappatfpr,nappatfpr.io.github.hidroh.materialistic,io.github.hidroh.materialistic,9,177427,2620875.4214689266,1383155.0689265537,1383155.0689265537,49.06160107248875,1783091.3852876911,1783091.3852876911
nappatfpr,nappatfpr.io.github.hidroh.materialistic,io.github.hidroh.materialistic,10,177916,2532352.9014084507,1014554.1915492958,574934.8343661972,48.42952239634993,1961692.4727668846,1111665.9379084967
nappatfpr,nappatfpr.io.github.project_travel_mate,io.github.project_travel_mate,1,142755,2545842.798596491,919767.4119298245,116564.97403508773,28.51824438288704,1628159.704347826,206341.72422360248
nappatfpr,nappatfpr.io.github.project_travel_mate,io.github.project_travel_mate,2,141343,2558828.147413182,902450.6201275691,902450.6201275691,27.01417434443657,1788423.9115168538,1788423.9115168538
nappatfpr,nappatfpr.io.github.project_travel_mate,io.github.project_travel_mate,3,141940,2626759.822159492,514438.74735356384,514438.74735356384,27.597035991531403,782145.606223176,782145.606223176
nappatfpr,nappatfpr.io.github.project_travel_mate,io.github.project_travel_mate,4,141156,2661466.6941092974,614844.6941092974,614844.6941092974,26.80680467903536,878616.8093306288,878616.8093306288
nappatfpr,nappatfpr.io.github.project_travel_mate,io.github.project_travel_mate,5,143030,2666386.7282913164,1273944.9390756302,1273944.9390756302,28.43767507002801,1565570.8889845095,1565570.8889845095
nappatfpr,nappatfpr.io.github.project_travel_mate,io.github.project_travel_mate,6,143054,2550293.5854341737,632825.9152661065,632825.9152661065,29.242452373106108,1082245.9964071857,1082245.9964071857
nappatfpr,nappatfpr.io.github.project_travel_mate,io.github.project_travel_mate,7,143138,2513445.5031490554,481560.36599020293,481560.36599020293,29.153953813855843,1034811.6736842105,1034811.6736842105
nappatfpr,nappatfpr.io.github.project_travel_mate,io.github.project_travel_mate,8,132685,2665714.683773585,1125393.275471698,1118710.275471698,21.062641509433963,1125393.275471698,1118710.275471698
nappatfpr,nappatfpr.io.github.project_travel_mate,io.github.project_travel_mate,9,145762,2660672.819243986,607566.0219931272,607566.0219931272,33.09558271631181,1103631.163545568,1103631.163545568
nappatfpr,nappatfpr.io.github.project_travel_mate,io.github.project_travel_mate,10,147052,2668075.2397820163,409933.0204359673,409933.0204359673,34.02316076294278,686965.3812785388,686965.3812785388
baseline,baseline.io.github.project_travel_mate,io.github.project_travel_mate,1,140639,2663833.418803419,1333050.678062678,1333050.678062678,26.467236467236468,1455367.9253499222,1455367.9253499222
baseline,baseline.io.github.project_travel_mate,io.github.project_travel_mate,2,143853,2594269.097493036,955085.9331476323,955085.9331476323,29.582564051334177,1979081.3852813854,1979081.3852813854
baseline,baseline.io.github.project_travel_mate,io.github.project_travel_mate,3,143858,2671924.275766017,827668.6441504179,827668.6441504179,28.716362380800895,1275249.1126609442,1275249.1126609442
baseline,baseline.io.github.project_travel_mate,io.github.project_travel_mate,4,142242,2593856.9971830985,1079434.5683098591,1079434.5683098591,27.921057329894865,1101147.3326149425,1101147.3326149425
baseline,baseline.io.github.project_travel_mate,io.github.project_travel_mate,5,142049,2663430.2849083217,1808652.2200282088,1808652.2200282088,27.82143993904683,2063289.4995977473,2063289.4995977473
baseline,baseline.io.github.project_travel_mate,io.github.project_travel_mate,6,134590,2672077.151785714,1764661.0558035714,1764007.439732143,22.36931002869898,1781896.6634109693,1781236.6634109693
baseline,baseline.io.github.project_travel_mate,io.github.project_travel_mate,7,142123,2659758.412966878,1005353.0338266385,1005353.0338266385,28.32791258869237,1251399.9605263157,1251399.9605263157
baseline,baseline.io.github.project_travel_mate,io.github.project_travel_mate,8,143886,2668538.7846689895,988689.2452961672,988689.2452961672,30.370034843205573,2032620.4398280801,2032620.4398280801
baseline,baseline.io.github.project_travel_mate,io.github.project_travel_mate,9,143927,2646122.988857939,621329.311281337,621329.311281337,29.564763231197773,1142418.5544174137,1142418.5544174137
baseline,baseline.io.github.project_travel_mate,io.github.project_travel_mate,10,145668,2670851.3860977287,897843.3454920853,897843.3454920853,33.24913971094288,1401252.8259935554,1401252.8259935554
nappagreedy,nappagreedy.org.quantumbadger.redreader,org.quantumbadger.redreader,1,156887,2566551.103448276,958630.6398467433,958630.6398467433,27.51244884511058,1090207.394335512,1090207.394335512
nappagreedy,nappagreedy.org.quantumbadger.redreader,org.quantumbadger.redreader,2,156193,2400755.0404105196,752153.2584990378,752153.2584990378,26.255444909875862,1891301.5,1891301.5
