Treatment,Subject,App package,Run number,Duration [ms],Memory Usage [KB],Battery Power [uW] (Raw),Battery Power [uW] (Delta),CPU Load [%],Battery Power [uW] (Raw) (Non zero),Battery Power [uW] (Delta) (Non zero)
baseline,baseline.com.newsblur,com.newsblur,8,111912,2551083.509400179,266925.0223813787,266925.0223813787,28.207862696553388,480121.17552334943,480121.17552334943
baseline,baseline.com.newsblur,com.newsblur,9,112409,2634037.543672014,1330046.327094474,289233.867201426,27.153297682709447,1743355.1156542057,379112.6156542056
baseline,baseline.com.newsblur,com.newsblur,10,113505,2639341.8005295675,265407.1270962048,262087.12709620476,30.001765225066197,265407.1270962048,262087.12709620476
baseline,baseline.appteam.nith.hillffair,appteam.nith.hillffair,1,156330,2688784.964102564,524467.2788461539,422755.29038461536,19.93525641025641,524467.2788461539,422755.29038461536
baseline,baseline.appteam.nith.hillffair,appteam.nith.hillffair,2,157660,2542227.7712833546,248162.98919949174,182719.55209656924,19.510800508259212,556422.4287749288,409687.4287749288
baseline,baseline.appteam.nith.hillffair,appteam.nith.hillffair,3,159031,2674378.563327032,760928.6187775678,760928.6187775678,20.26985323808877,1932149.9488,1932149.9488
baseline,baseline.appteam.nith.hillffair,appteam.nith.hillffair,4,156404,2365963.672005125,501173.56566303654,501173.56566303654,18.433696348494554,836718.6481283422,836718.6481283422
baseline,baseline.appteam.nith.hillffair,appteam.nith.hillffair,5,156169,2500425.9268762027,455045.5907633098,105840.60872354073,18.65875561257216,913019.4028314028,212362.30244530246
baseline,baseline.appteam.nith.hillffair,appteam.nith.hillffair,6,155615,2543534.387636832,293147.02318094013,237669.1159047006,17.777849323889246,929096.5857142857,753265.5857142857
baseline,baseline.appteam.nith.hillffair,appteam.nith.hillffair,7,158598,2673400.229943146,250959.89324068226,250959.89324068226,19.761054061053784,533247.6657718121,533247.6657718121
baseline,baseline.appteam.nith.hillffair,appteam.nith.hillffair,8,160486,2630341.1068082447,739102.15477366,259823.97738296763,20.74016239850094,1577736.7330568396,554637.5837201749
baseline,baseline.appteam.nith.hillffair,appteam.nith.hillffair,9,159595,2693602.9271356785,215839.2864321608,215839.2864321608,20.75439698492462,775657.2099322799,775657.2099322799
baseline,baseline.appteam.nith.hillffair,appteam.nith.hillffair,10,164135,2438768.336996337,506187.2338217338,499050.07081807085,25.75152625152625,1075401.6718547342,1060238.6718547342
nappagreedy,nappagreedy.de.danoeh.antennapod.debug,de.danoeh.antennapod.debug,1,151382,2574770.9463931173,194484.20714758438,0.0,25.373262739907346,731009.0472636815,0.0
nappagreedy,nappagreedy.de.danoeh.antennapod.debug,de.danoeh.antennapod.debug,2,152395,2524099.1084812623,69719.50756081525,56356.08875739645,26.256567597790475,189363.1625,153067.1625
nappagreedy,nappagreedy.de.danoeh.antennapod.debug,de.danoeh.antennapod.debug,3,151314,2495851.271523179,317032.2139072848,317032.2139072848,25.757443971755624,1042960.0065359477,1042960.0065359477
nappagreedy,nappagreedy.de.danoeh.antennapod.debug,de.danoeh.antennapod.debug,4,151365,2563940.222369292,479772.21178027795,479772.21178027795,25.59270402225725,1513435.9331941544,1513435.9331941544
nappagreedy,nappagreedy.de.danoeh.antennapod.debug,de.danoeh.antennapod.debug,5,148583,2556868.1915037087,419719.5138233311,419719.5138233311,22.903498357878387,841140.5932432433,841140.5932432433
nappagreedy,nappagreedy.de.danoeh.antennapod.debug,de.danoeh.antennapod.debug,6,149781,2450642.8093645484,485256.74381270906,485256.74381270906,24.34804800841154,817879.1792559188,817879.1792559188
nappagreedy,nappagreedy.de.danoeh.antennapod.debug,de.danoeh.antennapod.debug,7,152602,2462931.4720945503,610031.4734077479,610031.4734077479,26.641497045305318,1498512.7967741936,1498512.7967741936
nappagreedy,nappagreedy.de.danoeh.antennapod.debug,de.danoeh.antennapod.debug,8,153769,2550797.3263843646,461482.3680781759,461482.3680781759,27.876128977495785,1599041.6139954852,1599041.6139954852
nappagreedy,nappagreedy.de.danoeh.antennapod.debug,de.danoeh.antennapod.debug,9,146767,2681526.819672131,529815.5724043716,526479.5724043716,21.863387978142075,529815.5724043716,526479.5724043716
nappagreedy,nappagreedy.de.danoeh.antennapod.debug,de.danoeh.antennapod.debug,10,161463,2490624.9534450653,569192.8814400993,0.0,40.967064960365214,1122361.9730722154,0.0
baseline,baseline.de.danoeh.antennapod.debug,de.danoeh.antennapod.debug,1,150984,2469697.1174518913,736585.3848706038,25034.68082282681,24.987372795567158,1227913.9103982302,41733.69911504425
baseline,baseline.de.danoeh.antennapod.debug,de.danoeh.antennapod.debug,2,152173,2472915.8077682685,587415.6800526662,587415.6800526662,26.500329163923634,1285712.4178674351,1285712.4178674351
baseline,baseline.de.danoeh.antennapod.debug,de.danoeh.antennapod.debug,3,148881,2583472.6137281293,646261.1857335127,646261.1857335127,23.591908508121563,1805158.1240601505,1805158.1240601505
baseline,baseline.de.danoeh.antennapod.debug,de.danoeh.antennapod.debug,4,142315,2595275.9690140844,990077.4626760563,932215.5014084507,17.661971830985916,990077.4626760563,932215.5014084507
baseline,baseline.de.danoeh.antennapod.debug,de.danoeh.antennapod.debug,5,152780,2604663.257704918,501068.19409836066,89063.84655737705,26.52655737704918,1683103.5154185023,299168.20704845816
baseline,baseline.de.danoeh.antennapod.debug,de.danoeh.antennapod.debug,6,153906,2403982.8802083335,618793.205078125,615207.9407552084,27.895753648546005,618793.205078125,615207.9407552084
baseline,baseline.de.danoeh.antennapod.debug,de.danoeh.antennapod.debug,7,154323,2453951.5246753246,233025.41233766233,230009.05909090908,28.097454039467024,233025.41233766233,230009.05909090908
baseline,baseline.de.danoeh.antennapod.debug,de.danoeh.antennapod.debug,8,154364,2421549.217391304,130451.56781310837,82951.48475016223,28.38092147955873,700438.5574912892,445394.5574912892
baseline,baseline.de.danoeh.antennapod.debug,de.danoeh.antennapod.debug,9,157129,2490959.426020408,179767.69642857142,179767.69642857142,34.52359693877551,949076.5925925926,949076.5925925926
baseline,baseline.de.danoeh.antennapod.debug,de.danoeh.antennapod.debug,10,159208,2491667.3606041535,251022.02076777848,251022.02076777848,34.78162366268093,508767.8456632653,508767.8456632653
nappagreedy,nappagreedy.io.github.project_travel_mate,io.github.project_travel_mate,1,145259,2645620.645517241,494558.8544827586,472478.5827586207,33.86678858501784,494558.8544827586,472478.5827586207
nappagreedy,nappagreedy.io.github.project_travel_mate,io.github.project_travel_mate,2,145279,2674351.227586207,557334.1806896551,557334.1806896551,33.38645755053508,927823.8369690011,927823.8369690011
nappagreedy,nappagreedy.io.github.project_travel_mate,io.github.project_travel_mate,3,146089,2667794.861454047,553919.6975308642,553919.6975308642,33.15715667402402,1562117.83172147,1562117.83172147
nappagreedy,nappagreedy.io.github.project_travel_mate,io.github.project_travel_mate,4,147085,2629603.476839237,585082.9734332425,585082.9734332425,33.72050241667842,735991.263924593,735991.263924593
nappagreedy,nappagreedy.io.github.project_travel_mate,io.github.project_travel_mate,5,143676,2588679.6959553696,865179.0285913529,865179.0285913529,29.6036143547129,1372418.9457964601,1372418.9457964601
nappagreedy,nappagreedy.io.github.project_travel_mate,io.github.project_travel_mate,6,139145,2585745.0136789056,713235.5680345573,713235.5680345573,20.737221022318213,1381707.3974895398,1381707.3974895398
nappagreedy,nappagreedy.io.github.project_travel_mate,io.github.project_travel_mate,7,146975,2664959.261077028,1017676.3033401499,1017676.3033401499,33.71438309475119,1603578.0204081633,1603578.0204081633
nappagreedy,nappagreedy.io.github.project_travel_mate,io.github.project_travel_mate,8,148047,2654789.090663058,188599.0152214436,187943.01552174333,36.54194857916103,188599.0152214436,187943.01552174333
nappagreedy,nappagreedy.io.github.project_travel_mate,io.github.project_travel_mate,9,150010,2661789.576486306,398587.4495657983,0.0,40.04742818971276,1054214.5088339222,0.0
nappagreedy,nappagreedy.io.github.project_travel_mate,io.github.project_travel_mate,10,152491,2600662.031537451,461771.6590013141,461771.6590013141,44.72450403283597,681684.2531522793,681684.2531522793
nappatfpr,nappatfpr.com.ak.uobtimetable,com.ak.uobtimetable,1,67251,2446183.625,1386732.244047619,1386732.244047619,28.772321428571427,1587536.7427597956,1587536.7427597956
nappatfpr,nappatfpr.com.ak.uobtimetable,com.ak.uobtimetable,2,67407,2512172.855869242,450061.0728083209,450061.0728083209,29.367494684597364,4093123.0,4093123.0
nappatfpr,nappatfpr.com.ak.uobtimetable,com.ak.uobtimetable,3,67401,2461532.071322437,381177.0193164933,381177.0193164933,30.264814132016276,1295616.8383838383,1295616.8383838383
nappatfpr,nappatfpr.com.ak.uobtimetable,com.ak.uobtimetable,4,67240,2420678.261904762,866977.5773809524,866977.5773809524,30.189202894699548,989149.2903225806,989149.2903225806
nappatfpr,nappatfpr.com.ak.uobtimetable,com.ak.uobtimetable,5,67206,2501537.8301043217,1162950.0566318927,1162950.0566318927,29.083457526080476,1836092.9129411764,1836092.9129411764
nappatfpr,nappatfpr.com.ak.uobtimetable,com.ak.uobtimetable,6,66685,2469371.807807808,826732.8228228228,826732.8228228228,29.95195195195195,1164067.78012685,1164067.78012685
nappatfpr,nappatfpr.com.ak.uobtimetable,com.ak.uobtimetable,7,66586,2506692.980451128,1184771.0812030076,1184771.0812030076,28.061683532138616,1317512.991638796,1317512.991638796
nappatfpr,nappatfpr.com.ak.uobtimetable,com.ak.uobtimetable,8,66563,2515969.0887218043,979473.6345864661,872874.4345864662,27.81469613884335,1224342.0432330826,1091093.0432330826
nappatfpr,nappatfpr.com.ak.uobtimetable,com.ak.uobtimetable,9,67739,2382043.799113737,550325.0738552437,542678.8744460857,32.61447562776957,550325.0738552437,542678.8744460857
nappatfpr,nappatfpr.com.ak.uobtimetable,com.ak.uobtimetable,10,68881,2666290.819767442,689043.3938953489,0.0,37.33179886087074,1206264.262086514,0.0
nappatfpr,nappatfpr.com.newsblur,com.newsblur,1,111699,2609327.275336323,306836.81165919284,306836.81165919284,28.95695067264574,438057.676056338,438057.676056338
nappatfpr,nappatfpr.com.newsblur,com.newsblur,2,112106,2627040.621983914,545139.6041108132,545139.6041108132,27.465094344896542,982304.6972624799,982304.6972624799
nappatfpr,nappatfpr.com.newsblur,com.newsblur,3,111927,2383850.689346464,1057814.2515666964,587692.3070725157,27.92739697152095,1464161.7335811649,813447.7162329616
nappatfpr,nappatfpr.com.newsblur,com.newsblur,4,112008,2374203.1484794277,938426.6949910554,938426.6949910554,27.144007155635062,1168330.785077951,1168330.785077951
nappatfpr,nappatfpr.com.newsblur,com.newsblur,5,112015,2501540.894454383,986671.1601073345,986671.1601073345,28.285563762276748,2223988.622983871,2223988.622983871
nappatfpr,nappatfpr.com.newsblur,com.newsblur,6,111420,2424623.5791366906,280521.4514388489,280521.4514388489,26.1294964028777,1411492.552036199,1411492.552036199
nappatfpr,nappatfpr.com.newsblur,com.newsblur,7,110887,2548150.814814815,366911.0803974706,366911.0803974706,24.583162579593274,884903.1938997821,884903.1938997821
nappatfpr,nappatfpr.com.newsblur,com.newsblur,8,112821,2518779.1509769093,979065.6341030195,979065.6341030195,29.596421101117144,1381488.6015037594,1381488.6015037594
nappatfpr,nappatfpr.com.newsblur,com.newsblur,9,113008,2463275.804964539,656349.5753546099,652357.5753546099,30.71808510638298,656349.5753546099,652357.5753546099
nappatfpr,nappatfpr.com.newsblur,com.newsblur,10,114834,2587525.3193717278,14963.10994764398,14963.10994764398,37.74494942572846,115863.0,115863.0
nappatfpr,nappatfpr.io.github.hidroh.materialistic,io.github.hidroh.materialistic,1,176992,2616559.2910532276,795422.4660249151,13604.600792751982,48.68497022530778,1083885.860339506,18538.368055555555
nappatfpr,nappatfpr.io.github.hidroh.materialistic,io.github.hidroh.materialistic,2,177640,2558964.0970654627,925728.6218961625,653220.6021444695,50.77073481903093,1262810.714395689,891075.3710546574
nappatfpr,nappatfpr.io.github.hidroh.materialistic,io.github.hidroh.materialistic,3,177994,2608727.664414414,955195.0675675676,955195.0675675676,50.241554054054056,1388237.67594108,1388237.67594108
nappatfpr,nappatfpr.io.github.hidroh.materialistic,io.github.hidroh.materialistic,4,178118,2464777.611705121,599258.544738323,599258.544738323,51.10917276308385,1172778.0110132159,1172778.0110132159
nappatfpr,nappatfpr.io.github.hidroh.materialistic,io.github.hidroh.materialistic,5,177458,2474914.797740113,652263.097740113,51845.3197740113,49.68850872993073,841476.445335277,66884.9970845481
nappatfpr,nappatfpr.io.github.hidroh.materialistic,io.github.hidroh.materialistic,6,177228,2616265.1787330317,643166.8150452488,643166.8150452488,48.890837104072396,1348895.5266903914,1348895.5266903914
nappatfpr,nappatfpr.io.github.hidroh.materialistic,io.github.hidroh.materialistic,7,175867,2630855.810826211,626408.9817663818,626408.9817663818,44.81481481481482,876672.8572567783,876672.8572567783
nappatfpr,nappatfpr.io.github.hidroh.materialistic,io.github.hidroh.materialistic,8,177754,2605463.4765933445,974750.0124083475,974750.0124083475,51.534686971235196,1211943.7391304348,1211943.7391304348
nappatfpr,nappatfpr.io.github.hidroh.materialistic,io.github.hidroh.materialistic,9,180842,2601105.889135255,477954.6119733925,477954.6119733925,56.195767535557835,809605.7464788732,809605.7464788732
nappatfpr,nappatfpr.io.github.hidroh.materialistic,io.github.hidroh.materialistic,10,182378,2623193.1083012642,782778.6932380429,782778.6932380429,59.360268088266274,1035545.0494545455,1035545.0494545455
nappatfpr,nappatfpr.io.github.project_travel_mate,io.github.project_travel_mate,1,145780,2660846.1580756013,405677.0199312715,405677.0199312715,32.628865979381445,948971.1639871383,948971.1639871383
nappatfpr,nappatfpr.io.github.project_travel_mate,io.github.project_travel_mate,2,146675,2615054.087431694,560481.8258196721,560481.8258196721,33.09226070500761,828833.7303030303,828833.7303030303
nappatfpr,nappatfpr.io.github.project_travel_mate,io.github.project_travel_mate,3,145275,2558147.5779310344,426599.72827586206,426599.72827586206,32.2649950059453,1347646.20043573,1347646.20043573
nappatfpr,nappatfpr.io.github.project_travel_mate,io.github.project_travel_mate,4,145173,2543996.5521049,717600.5555555555,717600.5555555555,31.238935397725566,1355675.625814863,1355675.625814863
nappatfpr,nappatfpr.io.github.project_travel_mate,io.github.project_travel_mate,5,144041,2660094.3393602227,632340.1961057023,632340.1961057023,29.922809457579973,1712439.175141243,1712439.175141243
nappatfpr,nappatfpr.io.github.project_travel_mate,io.github.project_travel_mate,6,143845,2596679.8913649027,824429.1155988858,824429.1155988858,29.985376044568245,1615116.2482946794,1615116.2482946794
nappatfpr,nappatfpr.io.github.project_travel_mate,io.github.project_travel_mate,7,145374,2677733.5988973123,710113.5037904893,709778.300482426,32.26619157110688,1241415.2939759037,1240829.2939759037
nappatfpr,nappatfpr.io.github.project_travel_mate,io.github.project_travel_mate,8,147688,2656636.352781547,798923.8995929444,691674.789687924,35.44261776721426,878816.2895522388,760842.2686567164
nappatfpr,nappatfpr.io.github.project_travel_mate,io.github.project_travel_mate,9,147887,2602919.190304125,231191.3340108401,227336.46951219512,37.32879642482062,231191.3340108401,227336.46951219512
nappatfpr,nappatfpr.io.github.project_travel_mate,io.github.project_travel_mate,10,148097,2642533.0419485793,1060908.155615697,1060908.155615697,36.78332777900868,1580667.5947580645,1580667.5947580645
baseline,baseline.io.github.project_travel_mate,io.github.project_travel_mate,1,146683,2667154.028708134,867129.5023923445,867129.5023923445,34.654818865345185,1362632.07518797,1362632.07518797
baseline,baseline.io.github.project_travel_mate,io.github.project_travel_mate,2,146973,2668160.160872529,769086.1513292433,769086.1513292433,34.15209872825891,1037947.9153633855,1037947.9153633855
baseline,baseline.io.github.project_travel_mate,io.github.project_travel_mate,3,146474,2666576.7879616963,1194273.512995896,1194273.512995896,34.18262653898769,1920822.7458745874,1920822.7458745874
baseline,baseline.io.github.project_travel_mate,io.github.project_travel_mate,4,145892,2653330.508241758,679336.1304945055,679336.1304945055,33.26183998007487,1261624.2423469387,1261624.2423469387
baseline,baseline.io.github.project_travel_mate,io.github.project_travel_mate,5,144964,2662859.3001383124,1326774.3921161825,1326774.3921161825,31.728907330567083,2056287.0,2056287.0
baseline,baseline.io.github.project_travel_mate,io.github.project_travel_mate,6,145381,2632118.605099931,1133281.5258442455,1133281.5258442455,32.25653640327899,1983584.431845597,1983584.431845597
baseline,baseline.io.github.project_travel_mate,io.github.project_travel_mate,7,144780,2640666.793079585,730795.8089965398,730795.8089965398,32.090704852671784,1703225.7161290322,1703225.7161290322
baseline,baseline.io.github.project_travel_mate,io.github.project_travel_mate,8,147900,2597712.4637288135,1826716.7830508475,1826716.7830508475,36.63864406779661,1849284.3205216199,1849284.3205216199
baseline,baseline.io.github.project_travel_mate,io.github.project_travel_mate,9,147885,2618514.8509485093,685222.6978319783,680618.2574525746,36.78116531165312,685222.6978319783,680618.2574525746
baseline,baseline.io.github.project_travel_mate,io.github.project_travel_mate,10,153513,2559459.581972567,192201.48334421945,188385.51143043762,45.92227302416721,192201.48334421945,188385.51143043762
nappagreedy,nappagreedy.org.quantumbadger.redreader,org.quantumbadger.redreader,1,160747,2626619.2618453866,784463.1839152119,259618.86845386535,29.915147449331783,1684443.0348058902,557468.092369478
nappagreedy,nappagreedy.org.quantumbadger.redreader,org.quantumbadger.redreader,2,160502,2532623.7278401996,841216.7197253433,841216.7197253433,31.177278401997505,1914246.0014204546,1914246.0014204546
nappagreedy,nappagreedy.org.quantumbadger.redreader,org.quantumbadger.redreader,3,161831,2496991.214860681,566738.6965944272,566738.6965944272,32.17089783281734,1215515.2656042497,1215515.2656042497
