request_host,request_path,request_url,request_port,request_method,request_scheme,request_http_version,request_timestamp_start,request_timestamp_end,request_duration,request_header_user_agent,request_header_x_requested_with,response_size,response_http_version,response_status_code,response_reason,response_timestamp_start,response_timestamp_end,response_duration
www.newsblur.com,/media/img/reader/default_profile_photo.png,www.newsblur.com/media/img/reader/default_profile_photo.png,443,GET,https,HTTP/1.1,1595958608.1423464,1595958608.1754367,0.03309035301208496,okhttp/3.14.8,NA,17022,HTTP/1.1,200,OK,1595958608.3794332,1595958608.3981135,0.018680334091186523
www.newsblur.com,/media/img/reader/default_profile_photo.png,www.newsblur.com/media/img/reader/default_profile_photo.png,443,GET,https,HTTP/1.1,1595958608.1576116,1595958608.2029426,0.04533100128173828,okhttp/3.14.8,NA,17022,HTTP/1.1,200,OK,1595958608.3048425,1595958608.3984406,0.0935981273651123
www.newsblur.com,/media/img/reader/default_profile_photo.png,www.newsblur.com/media/img/reader/default_profile_photo.png,443,GET,https,HTTP/1.1,1595958608.4787276,1595958608.4925034,0.013775825500488281,okhttp/3.14.8,NA,17022,HTTP/1.1,200,OK,1595958608.747081,1595958608.751329,0.004247903823852539
www.newsblur.com,/social/river_stories?order=newest&page=2&read_filter=all&global_feed=true,www.newsblur.com/social/river_stories?order=newest&page=2&read_filter=all&global_feed=true,443,GET,https,HTTP/1.1,1595958608.8640344,1595958608.876122,0.012087583541870117,NewsBlur Android app (Huawei Nexus 6P 6.0 9.0b1),NA,12364,HTTP/1.1,200,OK,1595958609.206403,1595958609.2095237,0.0031206607818603516
www.newsblur.com,/social/river_stories?order=newest&page=3&read_filter=all&global_feed=true,www.newsblur.com/social/river_stories?order=newest&page=3&read_filter=all&global_feed=true,443,GET,https,HTTP/1.1,1595958616.6046321,1595958616.6098547,0.0052225589752197266,NewsBlur Android app (Huawei Nexus 6P 6.0 9.0b1),NA,22512,HTTP/1.1,200,OK,1595958616.9462502,1595958617.0395956,0.09334540367126465
www.newsblur.com,/social/river_stories?order=newest&page=4&read_filter=all&global_feed=true,www.newsblur.com/social/river_stories?order=newest&page=4&read_filter=all&global_feed=true,443,GET,https,HTTP/1.1,1595958617.6390061,1595958617.6448128,0.005806684494018555,NewsBlur Android app (Huawei Nexus 6P 6.0 9.0b1),NA,10672,HTTP/1.1,200,OK,1595958617.9696968,1595958617.9774427,0.007745981216430664
feeds.feedburner.com,/~ff/fastcompany/headlines?d=yIl2AUoC8zA,feeds.feedburner.com/~ff/fastcompany/headlines?d=yIl2AUoC8zA,80,GET,http,HTTP/1.1,1595958618.1008844,1595958618.132725,0.03184056282043457,Mozilla/5.0 (Linux; Android 6.0; Nexus 6P Build/MDB08K; wv) AppleWebKit/537.36 (KHTML; like Gecko) Version/4.0 Chrome/84.0.4147.89 Mobile Safari/537.36,NA,997,HTTP/1.1,200,OK,1595958618.2225888,1595958618.3497136,0.12712478637695312
feeds.feedburner.com,/~ff/fastcompany/headlines?d=qj6IDK7rITs,feeds.feedburner.com/~ff/fastcompany/headlines?d=qj6IDK7rITs,80,GET,http,HTTP/1.1,1595958618.1329985,1595958618.1749914,0.041992902755737305,Mozilla/5.0 (Linux; Android 6.0; Nexus 6P Build/MDB08K; wv) AppleWebKit/537.36 (KHTML; like Gecko) Version/4.0 Chrome/84.0.4147.89 Mobile Safari/537.36,NA,1072,HTTP/1.1,200,OK,1595958618.3141544,1595958618.3815382,0.0673837661743164
feeds.feedburner.com,/~r/fastcompany/headlines/~4/E-RxC310PHo,feeds.feedburner.com/~r/fastcompany/headlines/~4/E-RxC310PHo,80,GET,http,HTTP/1.1,1595958618.1713881,1595958618.2034388,0.03205060958862305,Mozilla/5.0 (Linux; Android 6.0; Nexus 6P Build/MDB08K; wv) AppleWebKit/537.36 (KHTML; like Gecko) Version/4.0 Chrome/84.0.4147.89 Mobile Safari/537.36,NA,43,HTTP/1.1,200,OK,1595958618.3085198,1595958618.3818977,0.07337784767150879
feeds.feedburner.com,/~ff/fastcompany/headlines?i=E-RxC310PHo:V-TlQzyxFIE:V_sGLiPBpWU,feeds.feedburner.com/~ff/fastcompany/headlines?i=E-RxC310PHo:V-TlQzyxFIE:V_sGLiPBpWU,80,GET,http,HTTP/1.1,1595958618.1100755,1595958618.1756415,0.0655660629272461,Mozilla/5.0 (Linux; Android 6.0; Nexus 6P Build/MDB08K; wv) AppleWebKit/537.36 (KHTML; like Gecko) Version/4.0 Chrome/84.0.4147.89 Mobile Safari/537.36,NA,1009,HTTP/1.1,200,OK,1595958618.4007196,1595958618.4166517,0.015932083129882812
s3.amazonaws.com,/avatars.newsblur.com/avatars/136960/thumbnail_profile_1364434554.jpg,s3.amazonaws.com/avatars.newsblur.com/avatars/136960/thumbnail_profile_1364434554.jpg,443,GET,https,HTTP/1.1,1595958618.0296166,1595958618.0372863,0.007669687271118164,okhttp/3.14.8,NA,3140,HTTP/1.1,200,OK,1595958618.6157072,1595958618.6187007,0.0029935836791992188
s3.amazonaws.com,/avatars.newsblur.com/avatars/136960/thumbnail_profile_1364434554.jpg,s3.amazonaws.com/avatars.newsblur.com/avatars/136960/thumbnail_profile_1364434554.jpg,443,GET,https,HTTP/1.1,1595958617.9696088,1595958617.999639,0.030030250549316406,okhttp/3.14.8,NA,3140,HTTP/1.1,200,OK,1595958618.6763844,1595958618.7475953,0.07121086120605469
s3.amazonaws.com,/avatars.newsblur.com/avatars/136960/thumbnail_profile_1364434554.jpg,s3.amazonaws.com/avatars.newsblur.com/avatars/136960/thumbnail_profile_1364434554.jpg,443,GET,https,HTTP/1.1,1595958618.2387564,1595958618.3088071,0.07005071640014648,okhttp/3.14.8,NA,3140,HTTP/1.1,200,OK,1595958618.8027143,1595958618.8126414,0.009927034378051758
images.fastcompany.net,/image/upload/w_1280;q_auto;f_auto;fl_lossy/wp-cms/uploads/2020/07/p-1-90532920-this-chart-shows-how-effective-masks-can-be.png,images.fastcompany.net/image/upload/w_1280;q_auto;f_auto;fl_lossy/wp-cms/uploads/2020/07/p-1-90532920-this-chart-shows-how-effective-masks-can-be.png,443,GET,https,HTTP/2.0,1595958618.5588648,1595958618.6767066,0.11784172058105469,Mozilla/5.0 (Linux; Android 6.0; Nexus 6P Build/MDB08K; wv) AppleWebKit/537.36 (KHTML; like Gecko) Version/4.0 Chrome/84.0.4147.89 Mobile Safari/537.36,baseline.com.newsblur,70196,HTTP/2.0,200,NA,1595958618.7198374,1595958618.9401917,0.22035431861877441
feeds.feedburner.com,/~r/retort/~4/UffaFMiJbNs,feeds.feedburner.com/~r/retort/~4/UffaFMiJbNs,80,GET,http,HTTP/1.1,1595958628.5813236,1595958628.5836105,0.0022869110107421875,okhttp/3.14.8,NA,43,HTTP/1.1,200,OK,1595958628.6192896,1595958628.634919,0.015629291534423828
www.newsblur.com,/reader/feed_unread_count?feed_id=6882243&feed_id=18178,www.newsblur.com/reader/feed_unread_count?feed_id=6882243&feed_id=18178,443,GET,https,HTTP/1.1,1595958630.7679315,1595958630.7881536,0.020222187042236328,NewsBlur Android app (Huawei Nexus 6P 6.0 9.0b1),NA,91,HTTP/1.1,200,OK,1595958631.087542,1595958631.0921555,0.004613399505615234
feeds.feedburner.com,/~r/retort/~4/UffaFMiJbNs,feeds.feedburner.com/~r/retort/~4/UffaFMiJbNs,80,GET,http,HTTP/1.1,1595958632.4678726,1595958632.472354,0.004481315612792969,okhttp/3.14.8,NA,43,HTTP/1.1,200,OK,1595958632.501416,1595958632.51445,0.01303410530090332
s3.amazonaws.com,/icons.newsblur.com/850543.png,s3.amazonaws.com/icons.newsblur.com/850543.png,443,GET,https,HTTP/1.1,1595958632.4679475,1595958632.4829142,0.014966726303100586,okhttp/3.14.8,NA,29813,HTTP/1.1,200,OK,1595958632.940202,1595958633.0435393,0.10333728790283203
www.newsblur.com,/social/river_stories?order=newest&page=1&read_filter=all,www.newsblur.com/social/river_stories?order=newest&page=1&read_filter=all,443,GET,https,HTTP/1.1,1595958632.9655347,1595958632.9687552,0.0032205581665039062,NewsBlur Android app (Huawei Nexus 6P 6.0 9.0b1),NA,148,HTTP/1.1,200,OK,1595958633.0907462,1595958633.1012452,0.010499000549316406
64.media.tumblr.com,/58fdb3e3c1b2ba1306c2d1be0119460e/75c91623ddb4dfe2-55/s1280x1920/18a33520ca63b4c9f1d09ba5a5eb6fab3b9c104d.jpg,64.media.tumblr.com/58fdb3e3c1b2ba1306c2d1be0119460e/75c91623ddb4dfe2-55/s1280x1920/18a33520ca63b4c9f1d09ba5a5eb6fab3b9c104d.jpg,443,GET,https,HTTP/2.0,1595958632.6800733,1595958632.7895293,0.10945606231689453,okhttp/3.14.8,NA,117046,HTTP/2.0,200,NA,1595958633.0788145,1595958633.2064216,0.12760710716247559
feeds.feedburner.com,/~r/fastcompany/headlines/~4/vFs26_-_psI,feeds.feedburner.com/~r/fastcompany/headlines/~4/vFs26_-_psI,80,GET,http,HTTP/1.1,1595958651.7476127,1595958651.7800584,0.032445669174194336,Mozilla/5.0 (Linux; Android 6.0; Nexus 6P Build/MDB08K; wv) AppleWebKit/537.36 (KHTML; like Gecko) Version/4.0 Chrome/84.0.4147.89 Mobile Safari/537.36,NA,43,HTTP/1.1,200,OK,1595958651.8191254,1595958651.8229334,0.0038080215454101562
feeds.feedburner.com,/~ff/fastcompany/headlines?i=vFs26_-_psI:sgv7SkRiOdc:V_sGLiPBpWU,feeds.feedburner.com/~ff/fastcompany/headlines?i=vFs26_-_psI:sgv7SkRiOdc:V_sGLiPBpWU,80,GET,http,HTTP/1.1,1595958651.7399304,1595958651.7604105,0.02048015594482422,Mozilla/5.0 (Linux; Android 6.0; Nexus 6P Build/MDB08K; wv) AppleWebKit/537.36 (KHTML; like Gecko) Version/4.0 Chrome/84.0.4147.89 Mobile Safari/537.36,NA,1009,HTTP/1.1,200,OK,1595958651.9252584,1595958651.929624,0.004365682601928711
images.fastcompany.net,/image/upload/w_1280;q_auto;f_auto;fl_lossy/wp-cms/uploads/2020/07/p-1-quit-after-covid.jpg,images.fastcompany.net/image/upload/w_1280;q_auto;f_auto;fl_lossy/wp-cms/uploads/2020/07/p-1-quit-after-covid.jpg,443,GET,https,HTTP/2.0,1595958651.863954,1595958651.9682148,0.10426068305969238,Mozilla/5.0 (Linux; Android 6.0; Nexus 6P Build/MDB08K; wv) AppleWebKit/537.36 (KHTML; like Gecko) Version/4.0 Chrome/84.0.4147.89 Mobile Safari/537.36,baseline.com.newsblur,29412,HTTP/2.0,200,NA,1595958652.0136032,1595958652.0359077,0.022304534912109375
www.newsblur.com,/reader/feed_unread_count?feed_id=5762506,www.newsblur.com/reader/feed_unread_count?feed_id=5762506,443,GET,https,HTTP/1.1,1595958664.4646416,1595958664.469864,0.005222320556640625,NewsBlur Android app (Huawei Nexus 6P 6.0 9.0b1),NA,91,HTTP/1.1,200,OK,1595958664.7831192,1595958664.7874815,0.004362344741821289
